,time,BTCUSDT,ETHUSDT,SOLUSDT,BCHUSDT,XRPUSDT,LTCUSDT,ADAUSDT,LINKUSDT,DOGEUSDT,WIFUSDT,MATICUSDT,UNIUSDT,AAVEUSDT,DYDXUSDT,CRVUSDT,z_score_BTCUSDT,z_score_ETHUSDT,z_score_SOLUSDT,z_score_BCHUSDT,z_score_XRPUSDT,z_score_LTCUSDT,z_score_ADAUSDT,z_score_LINKUSDT,z_score_DOGEUSDT,z_score_WIFUSDT,z_score_MATICUSDT,z_score_UNIUSDT,z_score_AAVEUSDT,z_score_DYDXUSDT,z_score_CRVUSDT
108,2024-03-21 18:00:00,65158.1,3422.31,178.587,411.66,0.63191,84.64,0.6244,18.219,0.149448,2.2602,0.9796,11.7582,118.586,3.332,0.659,,,,,,,,,,,,,,,
109,2024-03-21 18:00:00,65158.1,3422.31,178.587,411.66,0.63191,84.64,0.6244,18.219,0.149448,2.2602,0.9796,11.7582,118.586,3.332,0.659,,,,,,,,,,,,,,,
110,2024-03-21 19:00:00,65237.1,3441.88,178.3627,415.17,0.63591,86.8,0.63336,18.571,0.151372,2.2824,0.9873,11.9116,120.85,3.387,0.6684,,,,,,,,,,,,,,,
111,2024-03-21 19:00:00,65237.1,3441.88,178.3627,415.17,0.63591,86.8,0.63336,18.571,0.151372,2.2824,0.9873,11.9116,120.85,3.387,0.6684,,,,,,,,,,,,,,,
112,2024-03-21 20:00:00,65496.7,3486.1,179.8437,416.9,0.63893,86.21,0.63695,18.778,0.153014,2.3124,0.9934,12.0181,122.727,3.416,0.6765,,,,,,,,,,,,,,,
113,2024-03-21 20:00:00,65496.7,3486.1,179.8437,416.9,0.63893,86.21,0.63695,18.778,0.153014,2.3124,0.9934,12.0181,122.727,3.416,0.6765,,,,,,,,,,,,,,,
114,2024-03-21 21:00:00,65671.2,3505.9,180.1675,418.77,0.63764,86.67,0.63464,18.536,0.152972,2.3253,0.9969,12.1308,124.006,3.42,0.6776,,,,,,,,,,,,,,,
115,2024-03-21 21:00:00,65671.2,3505.9,180.1675,418.77,0.63764,86.67,0.63464,18.536,0.152972,2.3253,0.9969,12.1308,124.006,3.42,0.6776,,,,,,,,,,,,,,,
116,2024-03-21 22:00:00,65403.7,3484.91,178.5089,412.87,0.63848,85.9,0.63145,18.335,0.154691,2.2921,0.9965,12.042,123.369,3.391,0.6728,,,,,,,,,,,,,,,
117,2024-03-21 22:00:00,65403.7,3484.91,178.5089,412.87,0.63848,85.9,0.63145,18.335,0.154691,2.2921,0.9965,12.042,123.369,3.391,0.6728,,,,,,,,,,,,,,,
118,2024-03-21 23:00:00,65523.1,3493.76,179.8204,414.5,0.64071,85.78,0.63305,18.449,0.15545,2.2899,0.9972,12.1909,123.449,3.402,0.6752,,,,,,,,,,,,,,,
119,2024-03-21 23:00:00,65523.1,3493.76,179.8204,414.5,0.64071,85.78,0.63305,18.449,0.15545,2.2899,0.9972,12.1909,123.449,3.402,0.6752,,,,,,,,,,,,,,,
120,2024-03-22 00:00:00,65821.3,3497.09,179.3,414.54,0.63262,85.26,0.63127,18.319,0.155038,2.2876,1.0002,12.177,123.09,3.368,0.6722,,,,,,,,,,,,,,,
121,2024-03-22 00:00:00,65821.3,3497.09,179.3,414.54,0.63262,85.26,0.63127,18.319,0.155038,2.2876,1.0002,12.177,123.09,3.368,0.6722,,,,,,,,,,,,,,,
